Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"м. Дніпро, вул. Калинова, буд. 72",30.0,,01.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Офіс,"Дніпропетровська обл., Павлоградський р-н, с. Вербки, вул. Матросова, буд. 1",27.1,,15.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Офіс,"м. Івано-Франківськ, вул. Коновальця, буд. 7Б",70.0,,10.02.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А кім. 14",55.3,,01.09.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А",55.9,,12.10.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Нежитлова будівля,"Полтавська обл., м. Хорол, вул. Незалежності, буд. 88, корпус 2.",29.79,,12.10.2017,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Нежитлова будівля,"Полтавська обл., м. Полтава, вул. Конституції № 11, Офіс № 2",10.0,,01.01.2021,,безоплатне користування ,,,Фізична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Нежитлова будівля,м. Полтава вул. Соборності буд. 43 оф. 307,4.5,,01.07.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Офіс,"Миколаївська обл., Вознесенський р-н, м. Южноукраїнськ, вул. Дружби Народів, буд. 6",54.0,,01.04.2019,,оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",35.0,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",39.6,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",36.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Володимир-Волинський, вул. Ковельська, буд. 29",50.2,,11.08.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Горохів, вул. Незалежності, буд. 2",25.0,,25.03.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Камінь-Каширський р-н, м. Камінь-Каширський, вул. Шевченка, буд. 5",8.5,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Ківерцівський р-н, м. Ківерці, вул. Незалежності, буд. 2",47.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Любешівський р-н, смт Любешів, вул. Свободи, буд. 24",18.3,,22.06.2020,25266,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Любомльський р-н, м. Любомль, вул. Незалежності, буд. 20",28.0,,01.07.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Маневицький р-н, смт Маневичі, вул. Горького, буд. 9",18.0,,01.03.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Ратнівський р-н, смт Ратне, вул. Центральна, буд. 42",12.0,,01.01.2021,170397,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Старовижівський р-н, смт Стара Вижівка, вул. Незалежності, буд. 83",22.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Турійський р-н, смт Турійськ, вул. Луцька, буд. 16",16.3,,20.05.2020,99397,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., Шацький р-н, смт Шацьк, вул. Степана Шковороди, буд. 13",52.0,,01.10.2018,10977,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Нововолинськ, бульв. Шевченка, буд. 7/1",10.3,,18.05.2021,55406,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Ковель, вул. Степана Бандери, буд. 9",165.5,,01.04.2021,784019.84,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Ковель, вул. Грушевського, буд. 14",20.7,,10.08.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлове приміщення,"Волинська обл., м. Володимир-Волинський, вул. Ковельська, буд. 29",52.2,,20.08.2018,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Офіс,"м. Київ, вул. Красилівська, буд. 2/3",56.5,,19.04.2018,839400,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
Офіс,"м. Київ, вул. Красилівська, буд. 2/3",57.5,,14.07.2021,1049814.87,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
приміщення,"Хмельницька обл., м. Хмельницький, вул. Проскурівська, буд. 17",15.0,,02.01.2019,,безоплатне користуваня,,,Юридична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
частина приміщення,"Хмельницька обл., м. Славута, вул. Церковна, буд. 45/7",15.0,,01.06.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлові приміщення,"Хмельницька обл., м. Камʼянець-Подільський, просп. Грушевського, буд. 46",18.0,,01.06.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлові приміщення,"Хмельницька обл., м. Камʼянець-Подільський, просп. Грушевського, буд. 46",16.0,,01.06.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
нежитлові приміщення,"Хмельницька обл., м. Камʼянець-Подільський, просп. Грушевського, буд. 46",16.0,,01.09.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-09-30,3,2021
