Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
"Всеукраїнське обʼєднання ""Батьківщина""",Центральна районна організація,Дніпропетровська область,25841404,"Дніпропетровська обл., м. Дніпро, вул. СІЧЕСЛАВСЬКА НАБЕРЕЖНА, буд. 16, оф. 21","Дніпропетровська обл., м. Дніпро, вул. СІЧЕСЛАВСЬКА НАБЕРЕЖНА, буд. 16, оф. 21","ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26002050267720, р/р картковий 26053050237196"
"Всеукраїнське обʼєднання ""Батьківщина""",Чечелівська районна організація,Дніпропетровська область,25841433,"Дніпропетровська обл., м. Дніпро, вул. Філософська , буд. 44- А,оф. 19","Дніпропетровська обл., м. Дніпро, вул. Філософська , буд. 44- А,оф. 19","ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26003050277452, р/р 26055050234829 картковий"
"Всеукраїнське обʼєднання ""Батьківщина""",Новокодацька районна організація,Дніпропетровська область,25841440,"Дніпропетровська обл., м. Дніпро, просп. СЕРГІЯ НІГОЯНА, буд. 68","Дніпропетровська обл., м. Дніпро, просп. СЕРГІЯ НІГОЯНА, буд. 68","ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26009050011474"
"Всеукраїнське обʼєднання ""Батьківщина""",Самарська районна організація,Дніпропетровська область,25841456,"Дніпропетровська обл., м. Дніпро, вул. 20-річчя Перемоги, буд. 30, оф. 3","Дніпропетровська обл., м. Дніпро, вул. 20-річчя Перемоги, буд. 30, оф. 3","ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26003050276969,ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26054050235465"
"Всеукраїнське обʼєднання ""Батьківщина""",Металургійна районна організація,Дніпропетровська область,25841226,"Дніпропетровська обл., м. Кривий Ріг, вул. Віталія Мутасевича,буд. 37, приміщення 39","Дніпропетровська обл., м. Кривий Ріг, вул. Віталія Мутасевича,буд. 37, приміщення 39","ПАТ КБ ""ПриватБанк"", Криворізька філія, МФО 305750, р/р 26009053512250"
"Всеукраїнське обʼєднання ""Батьківщина""",Довгинцівська районна організація,Дніпропетровська область,25841232,"Дніпропетровська обл., м. Кривий Ріг, вул. Героїв АТО, буд. 81, ПРИМ. 63","Дніпропетровська обл., м. Кривий Ріг, вул. Героїв АТО, буд. 81, ПРИМ. 63","ПАТ КБ ""ПриватБанк"", Криворізька філія, МФО 305750, р/р 26006053520115"
"Всеукраїнське обʼєднання ""Батьківщина""",Покровська районна організація,Дніпропетровська область,33759750,"Дніпропетровська обл., м. Кривий Ріг, вул. Січеславська, буд. 13, приміщення 42","Дніпропетровська обл., м. Кривий Ріг, вул. Січеславська, буд. 13, приміщення 42","ПАТ КБ ""ПриватБанк"", Криворізька філія, МФО 305750, р/р 26001053515374"
"Всеукраїнське обʼєднання ""Батьківщина""",Інгулецька районна організація,Дніпропетровська область,26051259,"Дніпропетровська обл., м. Кривий Ріг, просп. Добролюбова ,буд. 19 прим 15","Дніпропетровська обл., м. Кривий Ріг, просп. Добролюбова ,буд. 19 прим 15","ПАТ КБ ""ПриватБанк"", Криворізька філія, МФО 305750, р/р 26001053514171"
"Всеукраїнське обʼєднання ""Батьківщина""",Саксаганська районна організація,Дніпропетровська область,25956780,"Дніпропетровська обл., м. Кривий Ріг, вул. Володимира Великого,буд. 29В","Дніпропетровська обл., м. Кривий Ріг, вул. Володимира Великого,буд. 29В","ПАТ КБ ""ПриватБанк"", Криворізька філія, МФО 305750, р/р 26000053514525"
"Всеукраїнське обʼєднання ""Батьківщина""",Тернівська районна організація,Дніпропетровська область,25840764,"Дніпропетровська обл., м. Кривий Ріг, вул. МУСОРГСЬКОГО, буд. 21, кімн 111","Дніпропетровська обл., м. Кривий Ріг, вул. МУСОРГСЬКОГО, буд. 21, кімн 111","ПАТ КБ ""ПриватБанк"", Криворізька філія, МФО 305750, р/р 26000053515182"
